2384,429
2385,416
2383,358
2386,389
2387,401
2387,354
2385,346
2386,394
2386,637
2385,864
2384,810
2386,946
2385,864
2385,861
2384,848
2385,849
2385,839
2385,870
2385,896
2343,670
2339,496
2340,528
2340,493
2341,563
2341,591
2339,861
2336,826
2336,807
2336,849
2336,848
2336,903
2339,955
2334,944
2337,829
2336,832
2335,851
2334,816
None,None
2336,830
2339,848
2336,820
2335,817
2335,834
2335,886
2332,854
2337,986
2320,769
2314,816
2317,815
2318,1043
2317,844
2318,1126
2318,1002
None,None
2316,846
2315,823
2317,769
2315,797
2314,804
2315,784
2316,793
2314,846
2313,795
2314,790
2314,815
2315,845
2313,849
2315,1145
None,None
2313,835
2313,842
2314,938
2313,798
2314,812
2313,807
2312,854
2313,817
2311,798
2313,799
2313,808
2313,821
2313,837
2313,817
2311,849
2314,929
2312,799
2312,804
2312,859
2311,858
2311,798
2311,787
2313,906
2311,807
2310,858
2309,797
2307,784
2302,814
2302,811
2305,795
2306,1002
2302,874
2303,845
2302,816
2302,842
2283,816
2276,1072
2281,859
2281,833
2281,851
2281,935
2280,848
2281,976
2282,966
2280,829
2280,848
2280,887
2280,909
2278,956
2281,816
2279,834
2274,1122
2279,827
2280,870
2281,898
2277,1165
2278,886
2280,832
2282,944
2282,880
2280,836
2280,854
2281,848
2280,899
2281,848
None,None
2279,897
2280,818
2279,848
None,None
2278,858
2279,910
2280,949
2279,831
None,None
2279,830
2280,845
2279,855
2276,1162
2280,1005
2278,883
2278,879
2274,848
2272,870
2271,864
2271,865
2271,893
2273,832
2270,848
2270,858
2270,862
None,None
2270,869
2269,881
2269,890
2269,864
2269,867
2269,867
2269,874
2269,880
2269,848
2270,839
2267,858
2267,885
None,None
2267,850
2266,854
2267,851
2267,848
2266,881
2266,887
2268,880
2266,901
2267,848
2269,986
2265,833
2266,885
2265,840
2265,881
2266,831
2265,863
2266,841
2266,922
2265,918
2267,922
2265,903
2265,912
2266,886
2264,934
2265,972
2265,887
2261,819
2262,928
2262,1104
None,None
2260,825
2260,1073
2260,806
2262,912
2260,1149
2260,1126
2260,1088
2260,1070
2259,1104
2260,935
2254,1092
2255,1101
2254,979
2255,1164
2254,939
2254,1007
2254,961
2263,940
2263,961
2262,923
2266,1297
2268,1140
2269,1089
2268,944
2267,1153
2269,1075
2271,1163
2275,942
2279,1040
2245,974
2245,945
2246,987
2246,1140
2244,922
2245,995
None,None
2246,1139
2244,913
2244,927
2244,1146
2244,1088
2243,1037
2240,951
2245,1089
2244,1011
2243,1061
2242,976
2242,1114
2243,944
2244,931
2243,1136
None,None
2243,1152
2243,921
None,None
2243,1049
2243,1159
None,None
2245,1080
2244,1037
None,None
2245,1110
None,None
2244,1088
2245,1091
2244,1141
2245,1059
None,None
2245,1055
2244,973
2243,1106
2245,956
2245,1131
2244,955
2244,1090
None,None
2244,961
2243,1051
2233,1118
2241,992
2240,1141
2242,1091
2242,1142
2242,1099
2240,1127
2241,1086
2241,1119
2241,1088
2240,1125
2240,1086
2240,1136
2241,1081
2241,1134
2239,989
2240,1144
2240,1075
2240,1066
2241,1126
2239,965
2241,949
2237,931
None,None
2237,1013
2237,1104
2236,932
2236,944
2238,1152
2236,1072
2237,1011
2239,944
None,None
2240,1110
2240,1002
2236,957
None,None
2238,1050
2237,1009
2237,947
2237,1104
2236,1089
2236,1141
2236,957
2236,1040
2236,1088
2236,1020
2236,1100
2236,946
2237,1152
2236,939
2236,1045
2235,1067
2236,1143
2235,928
2236,1153
2235,943
2235,1037
2235,1141
2236,915
2234,1244
2235,1057
2236,1030
2235,1106
2234,1035
None,None
2234,962
2227,1079
2233,953
2235,1039
None,None
2236,1068
2236,1156
2236,943
None,None
2238,1163
None,None
2236,944
None,None
2236,1013
None,None
2236,1088
2236,1145
2235,1082
2236,1020
None,None
2235,965
2236,943
2236,1021
None,None
2234,1130
2235,1046
2234,1129
2235,1077
2235,1029
2235,1104
2234,990
2231,955
2231,1150
2231,939
2232,964
2231,1118
2230,1005
2231,1142
2230,943
2230,1129
2234,1005
2233,1127
2232,922
2234,1133
2233,1153
2231,1049
2229,1106
2231,1073
2232,1136
None,None
2231,1107
None,None
2230,1156
2230,1075
None,None
2230,1133
None,None
2231,1079
2231,1141
None,None
2231,1060
None,None
2231,1108
2229,949
None,None
2228,1139
None,None
2230,1104
2231,994
2232,947
2232,1150
2232,1067
2232,1136
None,None
2233,1019
None,None
2233,1106
2232,1045
None,None
2232,1150
2232,1088
None,None
2231,945
None,None
2233,1078
None,None
2234,1070
2231,1056
2233,1040
2232,976
2232,950
None,None
2233,1072
2233,955
2233,1073
22,895
414,892
425,1126
438,887
None,None
444,1131
444,897
451,1082
457,1037
461,896
461,905
461,967
464,915
465,1125
462,923
463,1100
468,1075
479,1040
484,960
484,1114
485,1050
537,918
537,958
536,1061
537,1078
539,902
538,1117
537,1056
538,953
539,1058
539,1102
537,1054
538,1104
537,1049
537,1107
536,1062
537,1054
537,1105
538,1017
538,1102
539,1014
539,1105
539,890
542,1086
541,1094
541,1101
541,1037
541,1056
542,1067
543,923
None,None
543,1055
543,1101
542,1111
542,955
542,1095
541,1066
543,1095
545,1020
544,977
546,1133
545,967
545,1088
545,934
543,1079
540,927
541,1119
541,1041
541,1038
541,1110
545,899
548,1061
547,1089
549,1009
548,1102
549,1008
548,1106
16,1075
0,1043
0,1075
0,996
0,1114
0,1034
0,1107
0,1040
0,1083
0,1060
None,None
0,1040
0,1071
0,1067
0,1004
0,1086
0,999
0,1083
0,1003
0,1071
0,1074
0,994
0,1104
0,1040
0,896
0,1062
0,1074
0,939
0,951
0,893
0,1045
0,893
0,1003
0,1029
0,883
0,1047
0,965
0,1062
0,990
0,901
0,864
0,958
0,1038
0,1119
0,999
0,1106
None,None
0,993
0,1118
0,1008
0,1047
0,1069
0,1059
0,991
0,1062
0,995
0,992
0,1110
0,1055
0,1085
0,1088
0,989
0,1107
0,1079
0,931
0,976
0,1108
74,919
90,922
1606,1039
1594,1133
1558,957
1539,941
1524,976
1516,975
1508,951
1499,1093
1495,1060
1489,1101
1484,1036
1482,905
1481,1015
1477,1138
1475,932
1473,1148
1471,1046
1469,1152
1468,977
1465,1079
1464,1066
1463,921
1463,938
1463,961
1463,919
None,None
1466,983
1462,933
1464,992
1460,934
1455,921
1453,941
1453,941
14,890
271,311
258,354
249,297
243,291
244,273
239,316
238,250
None,None
235,239
231,183
237,206
242,150
244,132
248,107
259,99
263,73
262,123
263,43
262,44
261,16
260,21
263,29
262,65
261,95
260,6
289,3
331,0
304,0
297,0
289,4
284,0
278,0
274,0
273,0
268,0
303,0
296,0
296,0
290,0
280,0
277,0
273,0
268,0
264,0
257,0
254,0
248,0
246,0
245,0
243,0
240,0
241,0
236,18
238,0
237,0
237,0
238,0
242,0
245,0
242,0
242,34
247,0
395,0
369,0
350,0
331,0
309,0
275,0
267,0
269,0
271,0
269,0
271,112
270,0
269,0
267,0
267,0
264,0
266,0
266,0
264,0
263,0
262,0
262,0
261,0
259,0
256,0
256,66
255,0
260,99
254,0
253,0
252,0
261,1
438,0
428,8
416,16
410,76
410,0
409,9
407,0
406,0
408,7
404,29
403,62
398,78
397,79
390,222
383,141
380,129
378,191
372,284
367,221
365,217
361,331
357,325
356,267
None,None
358,363
360,247
360,254
360,258
359,240
361,228
362,204
357,182
355,165
356,138
353,139
350,112
348,89
348,81
349,51
347,49
345,59
347,40
346,35
339,138
342,6
337,56
341,0
342,0
342,0
340,0
341,0
339,0
339,0
338,0
None,None
337,0
337,0
336,0
337,0
332,71
334,0
334,0
330,31
333,0
328,62
334,0
334,1
332,113
334,54
335,94
332,192
333,145
333,165
333,222
333,253
334,259
332,275
333,288
333,284
334,281
333,289
328,377
332,282
332,288
330,287
329,274
330,272
329,272
328,271
327,269
327,273
325,267
325,264
325,262
324,250
326,250
324,240
324,237
323,247
322,235
322,218
325,221
323,277
323,177
322,162
319,257
321,157
321,135
319,166
321,178
319,242
318,347
318,310
313,342
316,272
317,260
316,240
316,227
316,217
316,228
312,323
315,271
315,274
315,288
315,275
317,286
316,330
312,368
316,273
316,257
367,351
315,288
312,304
314,310
312,316
311,320
313,320
312,317
307,416
312,320
307,407
None,None
309,304
309,304
None,None
310,304
308,304
308,414
None,None
309,306
308,305
307,299
307,306
3,285
0,290
None,None
0,302
0,294
0,304
0,284
0,308
2272,368
2339,365
None,None
2300,360
2273,363
2237,454
2173,362
2151,367
2153,354
2151,363
2153,369
2152,367
2154,383
2156,387
2158,383
2150,464
2158,400
2163,397
2163,382
21,324
0,578
0,730
0,649
0,611
0,638
0,827
0,874
0,934
0,945
0,970
0,958
0,960
0,655
0,709
0,750
0,739
0,528
0,693
0,670
0,561
0,661
0,570
0,528
0,497
0,677
0,428
0,404
0,656
0,604
0,638
0,656
0,614
0,538
0,575
0,541
0,528
0,547
0,722
0,553
0,629
0,494
0,671
0,555
0,667
0,539
0,677
None,None
0,529
0,535
0,503
0,617
0,493
0,576
0,557
0,520
0,508
0,491
0,555
0,546
0,575
0,524
0,487
0,534
0,528
0,706
0,769
0,659
0,590
0,700
0,705
0,587
0,848
0,723
0,912
0,571
0,533
0,633
0,507
0,767
0,765
0,419
0,737
0,854
0,909
0,906
0,933
0,1009
0,996
0,960
0,1008
0,1006
0,861
0,835
0,986
0,957
0,960
0,880
0,793
0,816
0,930
0,976
0,848
0,865
0,852
0,789
0,878
0,1062
0,887
0,1104
0,931
0,912
0,938
0,429
0,197
0,334
0,861
0,532
0,624
0,412
0,566
0,741
0,747
0,559
0,741
0,576
0,927
0,627
0,781
0,511
0,714
0,524
0,667
0,912
0,453
None,None
0,707
None,None
0,560
0,720
None,None
0,528
0,606
0,567
0,561
0,741
0,706
0,599
0,476
0,586
0,474
0,631
0,546
0,402
0,486
0,624
0,824
0,651
0,655
0,858
0,742
0,875
0,637
0,871
0,675
0,639
0,807
0,165
0,704
0,705
0,745
0,631
0,470
0,720
0,309
0,839
0,570
0,718
0,448
0,778
0,769
0,523
0,471
0,624
0,453
0,349
0,418
0,442
0,150
0,210
0,281
0,495
0,596
0,490
0,470
0,336
1394,295
1141,368
1159,416
1241,437
1315,324
1400,272
1436,630
1461,327
1482,240
1507,623
1539,285
1607,365
1659,321
1719,438
1757,571
1795,643
1817,503
1839,533
1849,462
1946,551
None,None
1959,783
1966,484
1968,368
1976,663
1981,448
1987,351
1991,526
1994,336
2002,525
2007,368
2008,306
2009,463
2010,601
2011,483
2013,630
2015,370
2017,432
2019,531
2019,720
2021,526
2021,694
2023,798
2026,688
2022,912
2016,670
2023,669
2022,687
2021,674
2020,538
2019,769
2019,546
2020,699
2020,555
2022,658
2021,719
2023,681
2025,557
2026,732
2020,549
2026,688
2028,539
2029,544
2030,530
2030,529
2031,531
2032,554
2033,532
2034,509
2035,528
2035,637
2027,657
2036,535
2036,715
2036,560
2035,547
2038,522
2038,534
2038,703
2037,527
2038,647
2038,543
2039,704
2039,662
2040,526
2038,550
2039,534
2038,662
2037,528
2036,526
2036,506
2035,490
2035,495
2036,560
2036,472
2038,606
2039,765
2035,528
2033,663
2032,506
2029,701
2026,622
2030,458
2032,640
2025,649
2032,494
2033,602
2032,407
2032,730
2031,838
2031,471
2032,476
2033,630
2032,429
2032,395
2032,489
2032,682
2032,496
2030,528
2033,578
2032,721
2034,656
2033,816
2033,687
2032,741
2025,665
2032,558
2031,786
2031,525
2029,861
2030,532
2029,945
2021,711
2028,656
2029,879
2031,658
2029,771
2030,432
2031,469
2031,499
2031,527
2030,615
2030,624
2032,607
2029,429
2034,576
2035,725
2034,474
2032,652
2033,758
2031,509
2021,701
2030,718
2030,528
2029,483
20,605
0,503
0,615
0,491
0,482
None,None
0,481
0,446
0,453
0,475
0,474
0,697
1522,746
None,None
1436,629
1430,530
1430,681
1427,432
1423,475
1422,511
1423,788
1423,533
1431,531
1435,539
1437,468
1439,845
1439,497
1443,789
1449,533
1452,448
1459,690
1463,749
1470,482
1471,605
1479,453
1481,493
1482,685
1488,495
1490,479
1491,401
1492,727
1495,447
1495,460
1498,627
1500,355
1500,784
1496,613
1503,673
1506,662
1511,625
1519,486
1520,448
1520,475
1523,544
1521,614
1524,673
1526,723
1519,437
1521,678
1530,618
1532,666
1526,592
1534,495
1538,624
1539,616
1538,621
1541,631
1541,617
1541,467
1543,576
1547,432
1549,571
1552,523
1552,490
1552,330
1556,284
1555,433
1558,370
1559,446
1556,366
1559,525
1560,387
1560,382
1553,673
1563,498
1563,581
1563,528
1562,554
1560,439
1559,381
1558,369
1558,663
1559,494
1557,414
1556,432
1557,531
1556,448
1547,860
1555,543
1555,272
1556,250
1555,384
1555,366
